YEAR,MONTH,TAX REV IMPORT DUTY,TAX REV EXCISE DUTY,TAX REV INCOME TAX,TAX REV VAT,OTHER TAX INCOME,TOTAL TAX REVENUE,NON TAX REVENUE,TOTAL REVENUE,PROGRAMME GRANTS,PROJECT GRANTS,TOTAL GRANTS,RECURRENT EXPENDITURE DOMESTIC INTEREST,RECURRENT EXPENDITURE FOREIGN IMTEREST,RECURRENT EXPENDITURE WAGES & SALARIES,RECURRENT EXPENDITURE PENSIONS,RECURRENT EXPENDITURE OTHER,TOTAL RECURRENT EXPENDITURE,COUNTY TRANSFER,DEVELOPMENT EXPENDITURE ,TOTAL EXPENDITURE,,
2022,7,"9,365,334,944","17,950,897,750","57,935,837,930","39,835,296,270","5,387,646,758","130,475,013,600","15,789,072,690","146,264,086,300",0,0,0,"33,487,230,500","16,206,415,040","41,130,111,250","5,563,806,813","33,802,351,060","130,189,914,700","22,992,452,580","5,583,340,243","158,765,707,500",,
2022,8,"21,219,610,420","42,393,458,330","115,454,474,600","88,487,576,910","12,397,859,880","279,952,980,100","32,304,402,250","312,257,382,400",0,"376,844,725","376,844,725","82,396,527,170","31,756,919,260","89,525,875,020","5,563,806,813","76,936,250,610","286,179,378,900","30,243,225,100","40,448,942,410","356,871,546,400",,
2022,9,"33,561,026,780","62,977,280,020","218,604,467,100","131,768,474,200","17,813,304,560","464,724,552,600","104,875,897,300","569,600,449,900",0,"622,890,381","622,890,381","114,813,490,200","36,024,674,810","130,184,271,700","27,589,224,450","264,680,650,200","573,292,311,400","70,337,798,260","115,885,510,200","759,515,619,900",,
2022,10,"43,683,335,610","85,052,801,810","279,437,032,800","175,620,297,900","23,525,901,440","607,319,369,500","123,945,546,400","731,264,916,000",0,"2,138,210,248","2,138,210,248","159,146,150,900","39,743,604,060","179,051,750,000","21,559,444,640","252,735,311,900","652,236,261,600","85,368,594,160","128,367,046,500","865,971,902,300",,
2022,11,"54,923,461,580","108,867,576,100","342,488,020,600","222,092,279,600","29,466,084,130","757,837,422,000","135,954,573,000","893,791,994,900",0,"3,318,932,870","3,318,932,870","218,414,294,100","55,549,058,790","223,814,687,600","32,838,204,070","292,504,245,500","823,120,490,000","122,100,000,000","148,962,680,500","1,094,183,171,000",,
2022,12,"67,095,733,490","130,339,801,800","451,757,264,200","264,181,476,500","38,403,280,230","951,777,556,200","195,256,336,700","1,147,033,893,000",0,"4,292,312,698","4,292,312,698","251,561,439,000","67,022,493,850","264,226,794,200","60,752,630,120","477,868,082,200","1,121,431,439,000","141,088,006,100","206,295,935,500","1,468,815,381,000",,
2023,1,"79,246,742,870","154,122,964,400","514,715,203,500","311,658,623,000","44,132,407,150","1,103,875,941,000","206,926,193,600","1,310,802,134,000","2,133,110,570","5,630,873,280","7,763,983,850","287,935,649,900","91,335,360,930","313,340,562,600","50,500,376,560","472,050,013,900","1,215,161,964,000","161,242,368,700","234,827,170,300","1,611,231,503,000",,
2023,2,"88,166,639,170","175,630,258,500","566,788,631,000","355,502,102,300","49,043,464,660","1,235,131,096,000","228,145,207,000","1,463,276,303,000","6,982,310,570","6,322,259,302","13,304,569,870","338,355,996,900","108,645,759,800","358,103,500,100","55,615,111,320","508,799,246,300","1,369,519,614,000","183,150,000,000","261,694,659,100","1,814,364,273,000",,
2023,3,"97,119,425,690","198,646,171,300","636,937,902,700","404,072,041,500","55,394,852,900","1,392,170,394,000","293,872,786,900","1,686,043,181,000","6,982,310,570","11,208,822,770","18,191,133,340","373,596,765,700","115,718,194,500","416,861,358,700","92,341,199,380","676,913,908,700","1,675,431,427,000","212,750,000,000","321,059,093,400","2,209,240,520,000",,
2023,4,"106,002,335,200","219,675,606,800","737,558,893,400","447,955,638,400","60,699,035,580","1,571,891,509,000","322,711,854,300","1,894,603,364,000","6,982,310,570","11,979,745,210","18,962,055,780","422,347,806,100","120,124,446,300","449,626,935,900","62,578,160,370","657,448,163,000","1,712,125,512,000","275,650,000,000","314,303,158,400","2,302,078,670,000",,
2023,5,"117,586,022,900","241,277,423,400","816,453,422,000","496,627,132,700","67,003,943,200","1,738,947,944,000","341,318,139,200","2,080,266,083,000","6,982,310,570","15,186,489,470","22,168,800,040","488,242,011,400","138,391,233,400","494,589,629,500","68,431,419,160","715,077,861,500","1,904,732,155,000","305,250,000,000","324,719,902,200","2,534,702,057,000",,
2023,6,"130,122,579,600","264,508,629,300","941,575,751,500","550,439,764,200","73,782,513,410","1,960,429,238,000","400,080,494,900","2,360,509,733,000","6,982,310,570","16,101,163,180","23,083,473,750","530,284,407,900","154,223,355,000","547,156,538,900","110,110,909,000","966,974,535,200","2,308,749,746,000","415,773,863,000","493,663,328,400","3,218,186,937,000",,
2023,7,"8,312,247,941","21,560,606,540","72,150,016,020","48,111,153,590","4,861,421,549","154,995,445,600","14,538,906,040","169,534,351,700",0,0,0,"36,902,926,010","29,589,114,050","45,471,795,670","23,793,743,420","22,783,320,870","158,540,900,000","32,761,092,370","8,309,081,247","199,611,073,600",,
2023,8,"20,343,391,800","47,324,434,670","136,068,019,800","102,757,360,500","10,976,765,310","317,469,972,100","33,833,868,280","351,303,840,400",0,"1,538,764,845","1,538,764,845","87,113,920,070","52,451,935,320","97,418,378,940","21,421,686,930","74,620,014,100","333,025,935,400","39,268,028,420","32,540,371,210","404,834,335,000",,
2023,9,"32,433,599,660","68,569,707,610","243,953,759,300","153,026,593,100","16,103,013,680","514,086,673,300","71,963,405,020","586,050,078,300",0,"3,415,422,674","3,415,422,674","124,913,295,800","63,093,383,280","142,295,416,800","42,377,498,370","245,838,617,500","618,518,211,700","61,111,623,130","124,566,613,500","804,196,448,400",,
2023,10,"44,586,469,690","92,638,776,240","316,241,471,700","209,166,642,200","21,771,023,740","684,404,383,500","142,261,814,700","826,666,198,200",0,"4,350,205,240","4,350,205,240","177,023,107,600","70,975,726,590","194,836,757,900","39,391,252,930","232,530,903,600","714,757,748,600","78,586,562,630","96,023,944,200","889,368,255,400",,
2023,11,"56,151,624,960","116,093,941,600","380,444,464,300","266,111,335,200","28,115,697,460","846,917,063,500","164,607,976,200","1,011,525,040,000",0,"4,879,552,039","4,879,552,039","246,990,374,600","90,549,477,840","245,630,886,200","51,926,649,280","285,716,754,100","920,814,142,000","107,548,372,000","132,409,761,300","1,160,772,275,000",,
2023,12,"68,229,031,940","139,796,876,300","491,283,687,000","317,941,622,600","33,107,623,200","1,050,358,841,000","219,828,320,700","1,270,187,162,000",0,"5,455,108,098","5,455,108,098","300,117,658,200","105,024,755,800","268,232,494,900","74,214,005,730","548,859,850,400","1,296,448,765,000","142,467,714,100","265,916,022,800","1,704,832,502,000",,
2024,1,"80,108,282,230","163,376,888,400","559,872,348,500","374,950,306,200","37,557,951,440","1,215,865,777,000","285,040,817,800","1,500,906,594,000",0,"5,570,998,109","5,570,998,109","339,187,689,700","142,134,211,100","343,883,240,700","60,639,285,460","519,941,619,800","1,405,786,047,000","174,330,124,700","235,068,231,300","1,815,184,403,000",,
2024,2,"89,611,698,530","185,189,424,400","625,976,974,100","430,688,105,500","41,964,982,570","1,373,431,185,000","304,661,542,000","1,678,092,727,000","39,844,050","11,396,560,150","11,436,404,200","401,680,965,500","165,496,477,900","393,009,418,000","72,864,576,580","597,624,329,600","1,630,675,768,000","206,281,991,600","312,074,415,800","2,149,032,175,000",,
2024,3,"98,435,570,550","204,169,745,400","704,070,836,100","481,094,788,300","46,601,005,210","1,534,371,946,000","321,280,384,500","1,855,652,330,000",0,"13,905,223,820","13,905,223,820","439,420,201,900","177,676,024,800","442,135,595,200","83,968,388,300","534,714,988,600","1,796,250,596,000","239,072,931,400","360,073,925,500","2,395,397,453,000",,
2024,4,"111,987,143,500","224,905,268,600","820,683,540,100","535,280,467,400","52,154,171,380","1,745,010,591,000","371,987,758,700","2,116,998,350,000","39,844,050","14,601,688,550","14,641,532,600","489,562,490,100","191,990,373,000","491,261,772,500","102,298,287,300","757,552,240,200","2,032,665,163,000","272,607,367,400","404,477,965,900","2,709,750,496,000",,
2024,5,"122,031,014,200","249,348,879,000","911,336,688,100","588,467,276,900","56,850,054,840","1,928,033,913,000","462,507,300,800","2,390,541,214,000","86,199,355","16,049,026,470","16,135,225,830","571,534,397,700","209,158,606,000","540,387,949,700","97,304,995,580","847,195,786,000","2,265,581,735,000","303,709,565,000","440,722,536,900","3,010,013,837,000",,
2024,6,"133,929,131,400","276,721,934,400","1,042,756,142,000","645,488,794,600","61,388,877,060","2,160,284,879,000","542,376,782,200","2,702,661,661,000","86,199,355","21,951,011,430","22,037,210,790","622,543,654,200","218,187,866,300","575,269,262,500","143,940,395,400","1,118,495,327,000","2,678,436,506,000","380,388,136,000","546,385,001,300","3,605,209,643,000",,
2024,7,"11,058,672,580","19,811,135,200","75,899,975,640","48,813,790,060","3,874,810,434","159,458,383,900","33,047,434,230","192,505,818,100",0,0,0,"52,694,283,420","25,879,896,780","20,425,829,690",0,"42,210,244,600","141,210,254,500","30,833,969,280","10,656,711,670","182,700,935,400",,
2024,8,"23,962,401,290","43,792,905,200","135,150,142,300","101,155,759,900","8,583,221,928","312,644,430,600","60,814,924,120","373,459,354,700",0,"196,261,239","196,261,239","135,037,974,600","56,002,915,420","75,652,850,890","6,685,243,628","110,809,743,300","384,188,727,900","30,833,969,280","44,274,374,510","459,297,071,700",,
2024,9,"34,619,342,490","68,132,991,710","258,642,620,400","151,332,347,000","12,605,587,180","525,332,888,700","131,059,742,500","656,392,631,200",0,"1,352,686,865","1,352,686,865","176,833,835,400","72,269,347,000","150,146,745,000","32,762,180,310","200,169,093,600","632,181,201,400","63,595,061,650","115,440,768,000","811,217,031,000",,
2024,10,"45,223,227,220","93,434,656,490","337,870,596,900","202,900,256,200","16,996,304,490","696,425,041,200","195,360,638,800","891,785,680,100",0,"1,576,073,156","1,576,073,156","227,225,315,600","81,447,699,340","200,195,660,000","46,424,720,520","292,661,523,100","847,954,918,500","94,429,030,940","142,114,670,100","1,084,498,620,000",,
2024,11,"57,501,608,970","115,874,046,600","413,803,798,600","248,238,184,400","21,213,505,070","856,631,143,600","231,705,605,800","1,088,336,749,000",0,"3,837,637,302","3,837,637,302","315,249,375,700","98,395,817,790","250,244,575,000","68,045,791,700","362,001,257,100","1,093,936,817,000","158,024,092,600","191,154,597,200","1,443,115,507,000",,
2024,12,"71,534,694,850","141,349,274,900","530,834,008,500","304,080,170,900","25,844,768,250","1,073,642,917,000","258,131,600,200","1,331,774,518,000",0,"7,512,611,289","7,512,611,289","421,860,071,400","101,691,160,800","300,293,490,100","84,562,446,960","463,734,903,800","1,372,142,073,000","191,615,344,300","232,041,482,100","1,795,798,899,000",,
2025,1,"83,201,928,370","167,079,314,000","605,240,730,700","365,346,603,500","30,549,106,390","1,251,417,683,000","313,457,753,200","1,564,875,436,000",0,"7,853,512,450","7,853,512,450","444,734,276,500","140,895,914,200","350,342,405,100","22,874,205,090","611,608,083,700","1,570,454,885,000","207,631,199,300","290,101,408,500","2,068,187,492,000",,
2025,2,"94,850,000,000","192,676,000,000","659,033,000,000","421,484,000,000","44,866,000,000","1,412,908,000,000","357,129,000,000","1,770,037,000,000",0,"9,635,000,000","9,635,000,000","565,829,000,000","156,485,000,000","400,391,000,000","110,649,000,000","618,684,000,000","1,852,038,000,000","240,912,000,000","322,003,000,000","2,414,953,000,000",,
2025,3,"107,748,000,000","214,997,000,000","746,193,000,000","471,006,000,000","49,324,000,000","1,589,268,000,000","409,100,000,000","1,998,368,000,000",0,"14,751,000,000","14,751,000,000","625,029,000,000","171,454,000,000","440,254,000,000","117,812,000,000","712,683,000,000","2,067,232,000,000","255,541,000,000","376,927,000,000","2,699,700,000,000",,
2025,4,"121,665,000,000","241,120,000,000","867,379,000,000","526,698,000,000","54,576,000,000","1,811,438,000,000","443,658,000,000","2,255,096,000,000",0,"9,858,000,000","9,858,000,000","690,098,000,000","181,437,000,000","500,489,000,000","140,284,000,000","824,808,000,000","2,337,117,000,000","299,379,000,000","388,135,000,000","3,024,631,000,000",,
