YEAR,MONTH,TAX REV IMPORT DUTY,TAX REV EXCISE DUTY,TAX REV INCOME TAX,TAX REV VAT,OTHER TAX INCOME,TOTAL TAX REVENUE,NON TAX REVENUE,TOTAL REVENUE,PROGRAMME GRANTS,PROJECT GRANTS,TOTAL GRANTS,RECURRENT EXPENDITURE DOMESTIC INTEREST,RECURRENT EXPENDITURE FOREIGN IMTEREST,RECURRENT EXPENDITURE WAGES & SALARIES,RECURRENT EXPENDITURE PENSIONS,RECURRENT EXPENDITURE OTHER,TOTAL RECURRENT EXPENDITURE,COUNTY TRANSFER,DEVELOPMENT EXPENDITURE ,TOTAL EXPENDITURE,,
2005,1,"14,047,000,000","25,260,000,000","55,557,000,000","43,434,000,000",0,"138,298,000,000","27,348,000,000","165,646,000,000",0,"7,108,000,000","7,108,000,000","11,984,010,000","5,190,430,000","62,025,570,000","7,532,000,000","50,002,990,000","136,735,000,000",0,"21,388,000,000","158,123,000,000",,
2005,2,"15,886,000,000","28,901,000,000","61,342,000,000","48,930,000,000",0,"155,059,000,000","30,460,000,000","185,519,000,000",0,"9,366,000,000","9,366,000,000","13,855,000,000","5,612,000,000","68,899,000,000","9,132,000,000","56,307,000,000","153,805,000,000",0,"24,158,000,000","177,963,000,000",,
2005,3,"17,533,000,000","32,414,000,000","69,295,000,000","55,620,000,000",0,"174,862,000,000","33,903,000,000","208,765,000,000",0,"10,371,000,000","10,371,000,000","16,368,000,000","6,196,000,000","77,315,000,000","9,797,000,000","67,309,000,000","176,985,000,000",0,"25,268,000,000","202,253,000,000",,
2005,4,"19,309,000,000","36,180,000,000","78,792,000,000","62,565,000,000",0,"196,846,000,000","35,960,000,000","232,806,000,000",0,"11,236,000,000","11,236,000,000","18,406,000,000","6,724,000,000","85,602,000,000","11,821,000,000","77,780,000,000","200,333,000,000",0,"29,621,000,000","229,954,000,000",,
2005,5,"21,010,000,000","39,892,000,000","87,626,000,000","68,247,000,000",0,"216,775,000,000","37,405,000,000","254,180,000,000",0,"12,396,000,000","12,396,000,000","20,500,000,000","7,011,000,000","95,780,000,000","12,124,000,000","90,049,000,000","225,464,000,000",0,"35,328,000,000","260,792,000,000",,
2005,6,"23,532,000,000","44,151,000,000","99,255,000,000","75,989,000,000",0,"242,927,000,000","46,875,000,000","289,802,000,000","5,564,000,000","9,341,000,000","14,905,000,000","23,375,000,000","7,427,000,000","105,612,000,000","12,568,000,000","109,096,000,000","258,078,000,000",0,"45,627,000,000","303,705,000,000",,
2005,7,"987,000,000","2,687,000,000","6,654,000,000","3,826,000,000",0,"14,154,000,000","1,327,000,000","15,481,000,000",0,"818,000,000","818,000,000","2,098,000,000","1,946,000,000","8,944,000,000","575,000,000","7,571,000,000","21,134,000,000",0,"3,533,000,000","24,667,000,000",,
2005,8,"2,742,000,000","6,080,000,000","15,462,000,000","9,577,000,000",0,"33,861,000,000","3,551,000,000","37,412,000,000",0,"1,881,000,000","1,881,000,000","4,201,000,000","2,603,000,000","17,869,000,000","2,118,000,000","21,576,000,000","48,367,000,000",0,"8,785,000,000","57,152,000,000",,
2005,9,"4,652,000,000","11,369,000,000","27,337,000,000","14,771,000,000",0,"58,129,000,000","6,815,000,000","64,944,000,000",0,"3,760,000,000","3,760,000,000","6,529,000,000","3,222,000,000","26,833,000,000","4,438,000,000","32,072,000,000","73,094,000,000",0,"13,458,000,000","86,552,000,000",,
2005,10,"6,322,000,000","15,246,000,000","35,498,000,000","21,362,000,000",0,"78,428,000,000","12,493,000,000","90,921,000,000",0,"4,201,000,000","4,201,000,000","8,970,000,000","5,031,000,000","35,619,000,000","7,404,000,000","43,993,000,000","101,017,000,000",0,"16,821,000,000","117,838,000,000",,
2005,11,"8,227,000,000","20,179,000,000","42,620,000,000","26,950,000,000",0,"97,976,000,000","13,629,000,000","111,605,000,000",0,"4,704,000,000","4,704,000,000","11,198,000,000","5,155,000,000","43,747,000,000","9,434,000,000","52,603,000,000","122,137,000,000",0,"19,157,000,000","141,294,000,000",,
2005,12,"9,923,000,000","24,937,000,000","54,823,000,000","33,753,000,000",0,"123,436,000,000","19,179,000,000","142,615,000,000",0,"5,698,000,000","5,698,000,000","13,761,000,000","5,824,000,000","53,666,000,000","11,189,000,000","70,401,000,000","154,841,000,000",0,"23,847,000,000","178,688,000,000",,
2006,1,"11,731,000,000","29,458,000,000","62,639,000,000","41,172,000,000",0,"145,000,000,000","24,821,000,000","169,821,000,000","4,371,000,000","9,548,000,000","13,919,000,000","16,873,000,000","6,887,000,000","62,610,000,000","12,698,000,000","80,326,000,000","179,394,000,000",0,"30,397,000,000","209,791,000,000",,
2006,2,"13,270,000,000","33,685,000,000","69,270,000,000","47,161,000,000",0,"163,386,000,000","26,840,000,000","190,226,000,000","4,371,000,000","10,131,000,000","14,502,000,000","19,690,000,000","8,075,000,000","71,555,000,000","14,088,000,000","87,103,000,000","200,511,000,000",0,"34,745,000,000","235,256,000,000",,
2006,3,"15,205,000,000","37,886,000,000","78,853,000,000","54,261,000,000",0,"186,205,000,000","30,947,000,000","217,152,000,000","4,371,000,000","11,234,000,000","15,605,000,000","22,772,000,000","8,715,000,000","79,621,000,000","15,571,000,000","100,299,000,000","226,978,000,000",0,"41,437,000,000","268,415,000,000",,
2006,4,"16,053,000,000","41,208,000,000","89,221,000,000","60,194,000,000",0,"206,676,000,000","34,314,000,000","240,990,000,000","4,371,000,000","11,981,000,000","16,352,000,000","25,419,000,000","9,276,000,000","88,448,000,000","16,274,000,000","109,883,000,000","249,300,000,000",0,"44,350,000,000","293,650,000,000",,
2006,5,"18,426,000,000","45,389,000,000","100,030,000,000","67,931,000,000",0,"231,776,000,000","41,715,000,000","273,491,000,000","4,371,000,000","12,579,000,000","16,950,000,000","28,364,000,000","9,378,000,000","97,300,000,000","17,922,000,000","122,508,000,000","275,472,000,000",0,"53,415,000,000","328,887,000,000",,
2006,6,"20,511,000,000","50,309,000,000","108,897,000,000","76,263,000,000",0,"255,980,000,000","57,615,550,000","313,595,550,000","4,371,000,000","15,592,000,000","19,963,000,000","31,445,000,000","9,664,000,000","112,277,000,000","19,759,000,000","143,036,000,000","316,181,000,000",0,"60,301,000,000","376,482,000,000",,
2006,7,"2,031,080,000","3,768,980,000","7,398,710,000","7,589,000,000",0,"20,787,770,000","1,858,020,000","22,645,790,000",0,"264,000,000","264,000,000","3,009,000,000","582,000,000","9,886,000,000","1,800,000,000","10,263,000,000","25,540,000,000",0,"372,000,000","25,912,000,000",,
2006,8,"4,650,000,000","8,755,000,000","14,810,000,000","14,016,000,000",0,"42,231,000,000","4,227,000,000","46,458,000,000",0,"1,440,000,000","1,440,000,000","5,964,000,000","925,000,000","19,492,000,000","4,800,000,000","19,352,000,000","50,533,000,000",0,"8,824,000,000","59,357,000,000",,
2006,9,"6,971,000,000","12,768,000,000","28,625,000,000","19,560,000,000",0,"67,924,000,000","7,633,000,000","75,557,000,000",0,"2,173,000,000","2,173,000,000","8,918,000,000","1,531,000,000","29,344,000,000","6,800,000,000","33,874,000,000","80,467,000,000",0,"13,901,000,000","94,368,000,000",,
2006,10,"8,954,000,000","16,862,000,000","35,345,000,000","29,267,000,000",0,"90,428,000,000","13,743,000,000","104,171,000,000",0,"3,693,000,000","3,693,000,000","11,732,000,000","1,861,000,000","39,087,000,000","8,100,000,000","48,555,000,000","109,335,000,000",0,"19,034,000,000","128,369,000,000",,
2006,11,"11,294,000,000","21,240,000,000","43,019,000,000","37,417,000,000",0,"112,970,000,000","15,687,000,000","128,657,000,000",0,"5,025,000,000","5,025,000,000","14,389,000,000","1,957,000,000","48,800,000,000","9,900,000,000","60,206,540,000","135,252,540,000",0,"25,858,360,000","161,110,890,000",,
2006,12,"13,692,730,000","25,373,900,000","56,537,000,000","44,617,000,000",0,"140,220,640,000","22,218,180,000","162,438,820,000",0,"6,027,000,000","6,027,000,000","17,559,000,000","2,756,000,000","58,514,210,000","11,798,110,000","69,864,600,000","160,491,920,000",0,"30,276,870,000","190,768,790,000",,
2007,1,"16,071,000,000","31,205,000,000","65,182,000,000","53,015,000,000",0,"165,473,000,000","29,847,000,000","195,320,000,000",0,"6,163,000,000","6,163,000,000","20,634,000,000","3,224,000,000","67,370,000,000","12,348,000,000","79,741,000,000","183,317,000,000",0,"36,409,000,000","219,726,000,000",,
2007,2,"18,178,000,000","35,139,000,000","72,539,000,000","59,867,000,000",0,"185,723,000,000","36,020,000,000","221,743,000,000",0,"6,463,000,000","6,463,000,000","23,507,000,000","3,560,000,000","78,528,000,000","14,208,000,000","93,710,000,000","213,513,000,000",0,"41,924,000,000","255,437,000,000",,
2007,3,"20,514,000,000","39,613,000,000","82,947,000,000","68,899,000,000",0,"211,973,000,000","44,741,000,000","256,714,000,000",0,"8,283,000,000","8,283,000,000","27,789,000,000","4,158,000,000","89,423,000,000","16,668,000,000","106,502,000,000","244,540,000,000",0,"53,094,000,000","297,635,000,000",,
2007,4,"23,078,000,000","44,926,000,000","97,426,000,000","78,522,000,000",0,"243,952,000,000","46,493,000,000","290,445,000,000",0,"11,011,000,000","11,011,000,000","30,959,000,000","4,532,000,000","99,437,000,000","17,648,000,000","120,816,000,000","273,392,000,000",0,"57,472,000,000","330,864,000,000",,
2007,5,"25,336,000,000","50,336,000,000","108,700,000,000","87,395,000,000",0,"271,767,000,000","56,188,000,000","327,955,000,000",0,"11,150,000,000","11,150,000,000","33,698,000,000","4,623,000,000","111,308,000,000","19,718,000,000","127,186,000,000","296,533,000,000",0,"65,153,000,000","361,686,000,000",,
2007,6,"27,510,000,000","56,406,000,000","124,855,000,000","96,269,000,000",0,"305,040,000,000","67,990,000,000","373,030,000,000",0,"15,494,000,000","15,494,000,000","36,860,000,000","5,677,000,000","128,754,000,000","20,449,000,000","133,959,000,000","325,699,000,000",0,"81,053,000,000","406,752,000,000",,
2007,7,"3,215,000,000","5,162,000,000","10,060,000,000","10,742,000,000",0,"29,179,000,000","4,337,000,000","33,516,000,000",0,"656,000,000","656,000,000","3,443,000,000","400,000,000","10,532,000,000","1,550,000,000","10,617,000,000","26,542,000,000",0,"2,751,000,000","29,293,000,000",,
2007,8,"5,913,000,000","10,732,000,000","19,686,000,000","19,580,000,000",0,"55,911,000,000","8,886,000,000","64,797,000,000",0,"1,167,000,000","1,167,000,000","7,413,000,000","685,000,000","18,936,000,000","3,586,000,000","25,594,000,000","56,214,000,000",0,"13,432,000,000","69,646,000,000",,
2007,9,"8,587,000,000","15,286,000,000","34,486,000,000","28,835,000,000",0,"87,194,000,000","8,816,000,000","96,010,000,000",0,"1,237,000,000","1,237,000,000","10,454,000,000","1,069,000,000","33,208,000,000","5,238,000,000","28,578,000,000","78,547,000,000",0,"16,275,000,000","94,822,000,000",,
2007,10,"11,550,000,000","20,953,000,000","45,811,000,000","38,500,000,000",0,"116,814,000,000","13,588,000,000","130,402,000,000",0,"4,735,000,000","4,735,000,000","14,026,000,000","1,501,000,000","44,188,000,000","6,710,000,000","45,162,000,000","111,587,000,000",0,"31,232,000,000","142,819,000,000",,
2007,11,"14,620,000,000","26,998,000,000","56,302,000,000","48,176,000,000",0,"146,096,000,000","16,487,000,000","162,583,000,000",0,"6,365,000,000","6,365,000,000","17,568,000,000","1,729,000,000","55,347,000,000","8,507,000,000","59,827,000,000","142,978,000,000",0,"45,560,000,000","188,538,000,000",,
2007,12,"16,734,000,000","31,030,000,000","71,944,000,000","54,489,000,000",0,"174,197,000,000","29,534,000,000","203,731,000,000",0,"8,362,000,000","8,362,000,000","21,111,000,000","2,330,000,000","68,335,000,000","12,560,000,000","65,899,000,000","170,235,000,000",0,"51,723,000,000","221,958,000,000",,
2008,1,"19,651,000,000","37,665,000,000","83,880,000,000","66,249,000,000",0,"207,445,000,000","34,077,000,000","241,522,000,000","3,759,000,000","12,345,000,000","16,104,000,000","24,572,000,000","2,752,000,000","79,725,000,000","12,200,000,000","102,416,000,000","221,665,000,000",0,"61,951,000,000","283,616,000,000",,
2008,2,"22,497,000,000","42,036,000,000","92,769,000,000","75,003,000,000",0,"232,305,000,000","37,001,000,000","269,306,000,000","3,759,000,000","12,345,000,000","16,104,000,000","27,931,000,000","3,036,000,000","91,115,000,000","13,300,000,000","110,597,000,000","245,979,000,000",0,"67,992,000,000","313,971,000,000",,
2008,3,"25,650,000,000","46,662,000,000","105,627,000,000","82,964,000,000",0,"260,903,000,000","47,380,000,000","308,283,000,000","3,759,000,000","14,305,000,000","18,064,000,000","30,969,000,000","4,069,000,000","103,504,000,000","16,840,000,000","127,674,000,000","283,056,000,000",0,"75,538,000,000","358,594,000,000",,
2008,4,"27,846,000,000","52,062,000,000","123,757,000,000","92,085,000,000",0,"295,750,000,000","50,441,000,000","346,191,000,000","3,759,000,000","16,166,000,000","19,925,000,000","33,692,000,000","4,492,000,000","118,452,000,000","19,290,000,000","137,243,000,000","313,169,000,000",0,"80,757,000,000","393,926,000,000",,
2008,5,"30,534,000,000","57,077,000,000","138,685,000,000","102,154,000,000",0,"328,450,000,000","53,181,000,000","381,631,000,000","3,759,000,000","21,036,000,000","24,795,000,000","38,243,000,000","4,719,000,000","130,297,000,000","22,350,000,000","156,735,000,000","352,344,000,000",0,"96,341,000,000","448,685,000,000",,
2008,6,"32,944,000,000","61,906,000,000","156,832,000,000","111,939,000,000",0,"363,621,000,000","68,599,000,000","432,220,000,000","3,759,000,000","21,689,000,000","25,448,000,000","42,181,000,000","5,696,000,000","145,996,000,000","24,089,000,000","185,407,000,000","403,368,000,000",0,"131,473,000,000","534,841,000,000",,
2008,7,"2,476,000,000","5,238,000,000","11,384,000,000","10,354,000,000",0,"29,452,000,000","4,100,000,000","33,552,000,000",0,"121,000,000","121,000,000","3,213,000,000","356,000,000","13,788,000,000","1,550,000,000","7,293,000,000","26,200,000,000",0,"3,320,000,000","29,520,000,000",,
2008,8,"4,654,000,000","10,437,000,000","22,118,000,000","20,201,000,000",0,"57,410,000,000","8,818,000,000","66,228,000,000",0,"2,090,000,000","2,090,000,000","6,742,000,000","605,000,000","27,183,000,000","3,620,000,000","18,262,000,000","56,412,000,000",0,"18,231,000,000","74,643,000,000",,
2008,9,"7,760,000,000","15,882,000,000","39,782,000,000","31,243,000,000",0,"94,667,000,000","14,219,000,000","108,886,000,000",0,"3,239,000,000","3,239,000,000","10,417,000,000","1,087,000,000","38,111,000,000","7,315,000,000","33,556,000,000","90,486,000,000",0,"19,580,000,000","110,066,000,000",,
2008,10,"10,964,000,000","21,837,000,000","52,024,000,000","41,993,000,000",0,"126,818,000,000","19,429,000,000","146,247,000,000",0,"3,520,000,000","3,520,000,000","13,629,000,000","1,536,000,000","52,138,000,000","8,840,000,000","60,543,000,000","136,686,000,000",0,"39,172,000,000","175,858,000,000",,
2008,11,"14,326,000,000","26,446,000,000","62,803,000,000","53,117,000,000",0,"156,692,000,000","23,568,000,000","180,260,000,000",0,"3,890,000,000","3,890,000,000","18,805,000,000","1,692,000,000","61,815,000,000","10,400,000,000","71,731,000,000","164,443,000,000",0,"46,067,000,000","210,510,000,000",,
2008,12,"18,052,000,000","32,495,000,000","84,804,000,000","63,846,000,000",0,"199,197,000,000","32,564,000,000","231,761,000,000",0,"5,165,000,000","5,165,000,000","21,359,000,000","2,637,000,000","77,778,000,000","13,970,000,000","90,195,000,000","205,939,000,000",0,"57,006,000,000","262,945,000,000",,
2009,1,"21,181,000,000","39,019,000,000","98,540,000,000","74,678,000,000",0,"233,418,000,000","37,776,000,000","271,194,000,000",0,"6,225,000,000","6,225,000,000","25,176,000,000","3,380,000,000","90,435,000,000","14,610,000,000","104,988,000,000","238,589,000,000",0,"62,947,000,000","301,536,000,000",,
2009,2,"24,077,000,000","44,781,000,000","117,533,000,000","84,620,000,000",0,"271,011,000,000","38,234,000,000","309,245,000,000",0,"9,604,000,000","9,604,000,000","30,472,000,000","3,944,000,000","103,550,000,000","16,210,000,000","124,721,000,000","278,897,000,000",0,"80,486,000,000","359,383,000,000",,
2009,3,"27,062,000,000","50,503,000,000","133,603,000,000","94,818,000,000",0,"305,986,000,000","38,239,000,000","344,225,000,000",0,"13,209,000,000","13,209,000,000","33,510,000,000","4,442,000,000","117,270,000,000","21,021,000,000","132,371,000,000","308,614,000,000",0,"81,512,000,000","390,126,000,000",,
2009,4,"29,813,000,000","57,332,000,000","157,873,000,000","105,056,000,000",0,"350,074,000,000","42,481,000,000","392,555,000,000",0,"14,659,000,000","14,659,000,000","37,346,000,000","4,896,000,000","130,300,000,000","21,220,000,000","166,377,000,000","360,139,000,000",0,"104,985,000,000","465,124,000,000",,
2009,5,"32,642,000,000","63,422,000,000","179,117,000,000","115,032,000,000",0,"390,213,000,000","42,227,000,000","432,440,000,000",0,"17,202,000,000","17,202,000,000","42,089,000,000","6,267,000,000","143,330,000,000","22,320,000,000","179,494,000,000","393,500,000,000",0,"122,203,000,000","515,703,000,000",,
2009,6,"36,181,000,000","69,872,000,000","184,447,000,000","126,854,000,000",0,"417,354,000,000","70,539,000,000","487,893,000,000",0,"18,065,000,000","18,065,000,000","45,949,000,000","6,109,000,000","155,220,000,000","27,191,000,000","200,952,000,000","435,421,000,000",0,"160,177,000,000","595,598,000,000",,
2009,7,"3,316,000,000","5,848,000,000","11,848,000,000","12,398,000,000",0,"33,410,000,000","4,652,000,000","38,062,000,000",0,"2,018,000,000","2,018,000,000","4,509,000,000","558,000,000","14,458,000,000","2,570,000,000","13,300,000,000","35,395,000,000",0,"9,393,000,000","44,788,000,000",,
2009,8,"6,316,000,000","10,850,000,000","23,514,000,000","23,044,000,000",0,"63,724,000,000","8,547,000,000","72,271,000,000",0,"2,549,000,000","2,549,000,000","8,834,000,000","826,000,000","28,917,000,000","5,130,000,000","32,302,000,000","76,009,000,000",0,"21,636,000,000","97,645,000,000",,
2009,9,"9,490,000,000","17,273,000,000","45,394,000,000","34,547,000,000",0,"106,704,000,000","19,949,000,000","126,653,000,000",0,"3,469,000,000","3,469,000,000","13,497,000,000","1,490,000,000","43,375,000,000","6,880,000,000","56,750,000,000","121,992,000,000",0,"39,021,000,000","161,013,000,000",,
2009,10,"12,894,000,000","23,731,000,000","60,443,000,000","44,887,000,000",0,"141,955,000,000","25,355,000,000","167,310,000,000",0,"3,524,000,000","3,524,000,000","19,631,000,000","1,917,000,000","57,833,000,000","8,920,000,000","76,508,000,000","164,809,000,000",0,"45,920,000,000","210,729,000,000",,
2009,11,"16,492,000,000","29,838,000,000","73,066,000,000","57,082,000,000",0,"176,478,000,000","27,986,000,000","204,464,000,000",0,"3,524,000,000","3,524,000,000","25,789,000,000","2,199,000,000","72,291,000,000","12,470,000,000","82,700,000,000","195,449,000,000",0,"52,297,000,000","247,746,000,000",,
2009,12,"20,647,000,000","37,301,000,000","97,049,000,000","69,454,000,000",0,"224,451,000,000","32,863,000,000","257,314,000,000",0,"8,766,000,000","8,766,000,000","31,144,000,000","3,167,000,000","82,516,000,000","16,110,000,000","101,911,000,000","234,848,000,000",0,"61,284,000,000","296,132,000,000",,
2010,1,"24,029,000,000","43,080,000,000","111,349,000,000","81,309,000,000",0,"259,767,000,000","44,764,000,000","304,531,000,000",0,"9,879,000,000","9,879,000,000","34,415,000,000","3,623,000,000","101,208,000,000","17,410,000,000","125,783,000,000","282,439,000,000",0,"91,807,000,000","374,246,000,000",,
2010,2,"27,012,000,000","48,668,000,000","123,131,000,000","91,879,000,000",0,"290,690,000,000","49,994,000,000","340,684,000,000",0,"9,978,000,000","9,978,000,000","38,861,000,000","3,886,000,000","115,666,000,000","20,300,000,000","153,009,000,000","331,722,000,000",0,"108,304,000,000","440,026,000,000",,
2010,3,"30,499,000,000","54,375,000,000","140,282,000,000","104,723,000,000",0,"329,879,000,000","57,810,000,000","387,689,000,000",0,"14,378,000,000","14,378,000,000","43,440,000,000","4,483,000,000","128,058,000,000","24,812,000,000","181,097,000,000","381,890,000,000",0,"121,194,000,000","503,084,000,000",,
2010,4,"34,017,000,000","60,951,000,000","164,615,000,000","116,820,000,000",0,"376,403,000,000","63,870,000,000","440,273,000,000",0,"16,301,000,000","16,301,000,000","46,510,000,000","4,898,000,000","144,583,000,000","24,778,000,000","191,856,000,000","412,625,000,000",0,"152,487,000,000","565,112,000,000",,
2010,5,"37,396,000,000","67,745,000,000","182,052,000,000","128,187,000,000",0,"415,380,000,000","69,823,000,000","485,203,000,000",0,"16,822,000,000","16,822,000,000","51,923,000,000","5,194,000,000","156,515,000,000","27,094,000,000","228,185,000,000","468,911,000,000",0,"175,633,000,000","644,544,000,000",,
2010,6,"41,372,000,000","74,644,000,000","216,760,000,000","146,792,000,000",0,"479,568,000,000","106,809,000,000","586,377,000,000",0,"31,190,000,000","31,190,000,000","58,438,000,000","6,341,000,000","173,499,000,000","28,441,000,000","269,676,000,000","536,395,000,000",0,"255,398,000,000","791,793,000,000",,
2010,7,"2,821,000,000","5,889,000,000","13,219,000,000","11,916,000,000",0,"33,845,000,000","4,694,000,000","38,539,000,000",0,0,0,"3,762,000,000","491,000,000","15,974,000,000","1,950,000,000","13,582,000,000","35,759,000,000",0,"174,000,000","35,933,000,000",,
2010,8,"6,273,000,000","12,065,000,000","27,193,000,000","24,513,000,000",0,"70,044,000,000","12,042,000,000","82,086,000,000",0,"944,000,000","944,000,000","9,380,000,000","747,000,000","31,948,000,000","4,085,000,000","39,260,000,000","85,420,000,000",0,"26,364,000,000","111,784,000,000",,
2010,9,"10,323,000,000","18,968,000,000","51,972,000,000","38,207,000,000",0,"119,470,000,000","13,399,000,000","132,869,000,000",0,"1,178,000,000","1,178,000,000","14,487,000,000","1,596,000,000","43,412,000,000","6,000,000,000","58,227,000,000","123,722,000,000",0,"39,741,000,000","163,463,000,000",,
2010,10,"14,402,000,000","25,565,000,000","69,453,000,000","53,228,000,000",0,"162,648,000,000","25,253,000,000","187,901,000,000",0,"5,185,000,000","5,185,000,000","21,612,000,000","2,303,000,000","64,881,000,000","8,860,000,000","83,276,000,000","180,932,000,000",0,"62,550,000,000","243,482,000,000",,
2010,11,"18,647,000,000","32,331,000,000","84,560,000,000","67,487,000,000",0,"203,025,000,000","33,378,000,000","236,403,000,000",0,"6,757,000,000","6,757,000,000","27,223,000,000","2,789,000,000","81,101,000,000","10,650,000,000","102,229,000,000","223,992,000,000",0,"79,574,000,000","303,566,000,000",,
2010,12,"22,699,000,000","39,516,000,000","114,188,000,000","81,576,000,000",0,"257,979,000,000","36,883,000,000","294,862,000,000",0,"8,108,000,000","8,108,000,000","34,214,000,000","3,634,000,000","98,395,000,000","13,470,000,000","123,817,000,000","273,530,000,000",0,"83,192,670,000","356,722,670,000",,
2011,1,"26,830,000,000","47,177,000,000","130,250,000,000","98,612,000,000",0,"302,869,000,000","47,856,000,000","350,725,000,000",0,"11,851,000,000","11,851,000,000","36,737,000,000","4,169,000,000","114,794,000,000","15,110,000,000","149,392,000,000","320,202,000,000",0,"113,899,500,000","434,101,500,000",,
2011,2,"29,881,000,000","54,186,000,000","144,295,000,000","111,427,000,000",0,"339,789,000,000","54,751,000,000","394,540,000,000",0,"14,262,000,000","14,262,000,000","41,645,000,000","4,429,000,000","131,194,000,000","17,010,000,000","161,224,000,000","355,502,000,000",0,"133,862,000,000","489,364,000,000",,
2011,3,"34,032,000,000","60,879,000,000","164,961,000,000","125,497,000,000",0,"385,369,000,000","61,197,000,000","446,566,000,000",0,"15,766,000,000","15,766,000,000","49,214,000,000","5,159,000,000","147,593,000,000","19,310,000,000","188,835,000,000","410,111,000,000",0,"149,889,000,000","560,000,000,000",,
2011,4,"37,105,000,000","66,528,000,000","195,385,000,000","139,887,000,000",0,"438,905,000,000","72,487,000,000","511,392,000,000",0,"14,294,000,000","14,294,000,000","52,846,000,000","5,159,000,000","165,051,000,000","22,385,000,000","216,196,000,000","461,637,000,000",0,"168,499,000,000","630,136,000,000",,
2011,5,"41,112,000,000","73,371,000,000","221,026,000,000","154,226,000,000",0,"489,735,000,000","76,052,000,000","565,787,000,000",0,"18,993,000,000","18,993,000,000","58,183,000,000","6,174,000,000","181,556,000,000","23,660,000,000","229,768,000,000","499,341,000,000",0,"188,257,000,000","687,598,000,000",,
2011,6,"46,072,000,000","80,567,000,000","258,651,000,000","171,881,000,000",0,"557,171,000,000","103,593,000,000","660,764,000,000",0,"7,468,000,000","7,468,000,000","69,209,000,000","6,989,000,000","197,959,000,000","26,670,000,000","281,696,000,000","582,523,000,000",0,"234,566,000,000","817,089,000,000",,
2011,7,"3,248,000,000","5,104,000,000","14,653,000,000","13,748,000,000",0,"36,753,000,000","2,609,000,000","39,362,000,000",0,"573,000,000","573,000,000","2,737,000,000","567,000,000","18,547,000,000","1,700,000,000","14,853,000,000","38,404,000,000",0,"5,315,000,000","43,719,000,000",,
2011,8,"7,888,000,000","11,159,000,000","31,470,000,000","27,934,000,000",0,"78,451,000,000","5,949,000,000","84,400,000,000",0,"1,044,000,000","1,044,000,000","11,384,000,000","826,000,000","37,094,000,000","3,800,000,000","25,297,000,000","78,401,000,000",0,"17,480,000,000","95,881,000,000",,
2011,9,"12,426,000,000","17,760,000,000","63,008,000,000","42,711,000,000",0,"135,905,000,000","11,147,000,000","147,052,000,000",0,"2,760,000,000","2,760,000,000","17,366,000,000","1,551,000,000","55,641,000,000","6,152,000,000","55,765,000,000","136,475,000,000",0,"43,150,000,000","179,625,000,000",,
2011,10,"16,356,000,000","22,853,000,000","84,523,000,000","55,660,000,000",0,"179,392,000,000","14,346,000,000","193,738,000,000",0,"3,232,000,000","3,232,000,000","23,738,000,000","2,102,000,000","68,345,000,000","8,072,000,000","86,313,000,000","188,570,000,000",0,"59,731,000,000","248,301,000,000",,
2011,11,"20,513,000,000","30,073,000,000","103,651,000,000","70,910,000,000",0,"225,147,000,000","17,992,000,000","243,139,000,000",0,"5,774,000,000","5,774,000,000","29,467,000,000","2,559,000,000","85,432,000,000","9,250,000,000","116,977,000,000","243,685,000,000",0,"76,384,000,000","320,069,000,000",,
2011,12,"25,055,460,000","37,010,850,000","141,447,820,000","86,160,580,000",0,"289,674,720,000","25,163,860,000","314,838,570,000",0,"7,017,630,000","7,017,630,000","37,749,140,000","3,454,610,000","108,090,100,000","11,250,000,000","155,388,760,000","315,932,610,000",0,"114,992,970,000","430,925,570,000",,
2012,1,"28,584,820,000","44,380,120,000","159,088,700,000","100,781,650,000",0,"332,835,290,000","29,280,700,000","362,115,990,000",0,"8,653,860,000","8,653,860,000","38,182,220,000","4,060,800,000","126,105,110,000","13,250,000,000","190,266,430,000","371,864,570,000",0,"137,335,580,000","509,200,150,000",,
2012,2,"32,455,000,000","50,627,000,000","178,098,000,000","114,489,000,000",0,"375,669,000,000","33,908,000,000","409,577,000,000",0,"10,256,000,000","10,256,000,000","51,178,000,000","4,339,000,000","144,120,000,000","15,150,000,000","211,248,000,000","426,035,000,000",0,"160,518,000,000","586,553,000,000",,
2012,3,"36,587,000,000","57,999,000,000","203,053,000,000","128,633,000,000",0,"426,272,000,000","38,897,000,000","465,169,000,000",0,"10,568,000,000","10,568,000,000","56,422,000,000","5,099,000,000","163,974,000,000","18,852,000,000","235,083,000,000","479,430,000,000",0,"190,752,000,000","670,182,000,000",,
2012,4,"40,539,000,000","64,504,000,000","240,871,000,000","142,939,000,000",0,"488,853,000,000","45,589,000,000","534,442,000,000",0,"12,536,000,000","12,536,000,000","65,007,000,000","5,645,000,000","182,193,000,000","21,752,000,000","271,219,280,000","545,816,280,000",0,"202,878,000,000","748,694,280,000",,
2012,5,"45,558,000,000","71,926,000,000","268,833,000,000","157,690,000,000",0,"544,007,000,000","53,288,000,000","597,295,000,000",0,"12,966,000,000","12,966,000,000","73,800,000,000","6,134,000,000","198,756,000,000","23,652,000,000","292,311,280,000","594,653,280,000",0,"231,574,000,000","826,227,280,000",,
